,text,Username,Timestamp,location
1227," Pregnant #Turkish #woman traumatized after attempted #rape attack in #India 

A globetrotter couple were left horrified afte…",siddiq_mifra,Sun Jan 26 11:06:41 +0000 2020,india
1228, Autism service dog calms owner having a panic attack https://t.co/mrcru9IReL,CafiBanido,Sun Jan 26 11:06:41 +0000 2020,num concerto de Linda 
1229, @naval Anxiety is aiming at everything and shooting at nothing,ShivankarK,Sun Jan 26 11:06:41 +0000 2020,India
1230,Visual representation of shooting my shot https://t.co/sUuaIjWwyH,babatundethanos,Sun Jan 26 11:06:41 +0000 2020,Fortress of Solitude 
1231," @ZameerS26759984 @HerdHUSH Bhai today onwards be careful with ur Every Tweets.

Because haters are going to attack u a…",Aaditya36636240,Sun Jan 26 11:06:41 +0000 2020,None
1232, 'Insulting and contemptuous': Democratic senators blast Pompeo for attack on reporter https://t.co/qtmYX9N19U via @NBC…,jmisraje1111,Sun Jan 26 11:06:41 +0000 2020,None
1233,"@IOL HOLA BOSSA Tito,, HOLA hola,FIRST KNOWN OF THE HY-DROMÉ SOLUTION, this can gen ENERGY WITHOUT USING FOSSIL FUE… https://t.co/fEO7XfbmIq",pietmeyer1960,Sun Jan 26 11:06:41 +0000 2020,THE HY-DROMÉ MUSEUM
1234,Wo bhe aik heart attack se,Roshana37925119,Sun Jan 26 11:06:42 +0000 2020,"Karachi, Pakistan"
1235," No one's stopping me so tuloy ko lang no? 😜

#SB19_SEJUN at School Attack PUP Manila - 012120

#ALAByouSB19 
#MORHot10 Alab by…",Cherry92982144,Sun Jan 26 11:06:42 +0000 2020,Republic of the Philippines
1236, I still can’t get your failure to question out of my head..... why are you ignoring the victims of Muslim grooming gangs?  W…,ScottStryver,Sun Jan 26 11:06:42 +0000 2020,"England, United Kingdom"
1237, WAIT!!!!! HINDI AKO PREPARED SA HALIK MO @imdanielpadilla hahahahhaa... jusko nagka heart attack ata ako dun!!! Hangga…,bearnardooo,Sun Jan 26 11:06:42 +0000 2020,kn world
1238," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",ctcute2,Sun Jan 26 11:06:43 +0000 2020,Jung Hyuk
1239,Now that's an Honor Well Deserved,Mayoral79020208,Sun Jan 26 11:06:43 +0000 2020,Israel
1240," Some part of the alphabets have been destroyed in a terrorist attack against Islam. 

Till now, it's not known which alp…",Horsesmouth14,Sun Jan 26 11:06:43 +0000 2020,None
1241," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",mirin_sofi,Sun Jan 26 11:06:43 +0000 2020,None
1242, राम राम जी 🙏 यह Islamist अपनी ideology से compromise नहीं कर रही अपनी strategy बदल रही है 🤔 हम आपक़े दोगले वजूद को सब के…,Ashishk041,Sun Jan 26 11:06:43 +0000 2020,पता नहीं
1243,"ne mozam da bidam so tebe drugar si mi
*ide se dupi so drug grugar",ja_0_Nicky,Sun Jan 26 11:06:44 +0000 2020,None
1244,"So we got forest fire, melting ice caps, polluted oceans and guys playing big dick with nuclear weapons. So much fo… https://t.co/j7Sih85erX",SefC_,Sun Jan 26 11:06:43 +0000 2020,"Lancashire,  UK"
1245,@rahulkanwal @DChaurasia2312 No one has got the right to attack any person. But did @DChaurasia2312 condemned the a… https://t.co/5hPe0fpnLl,CommonM11980293,Sun Jan 26 11:06:44 +0000 2020,Fekuslavia
1246," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",azizurkamal_,Sun Jan 26 11:06:44 +0000 2020,None
1247," @realDonaldTrump @FoxNews @OANN @CNN Mitch McConnell used nuclear option to tamper with Supreme Court, budget trick to ram…",ReginaM69627876,Sun Jan 26 11:06:44 +0000 2020,None
1248," She refused to condemn the killing of 1,500 unarmed protesters in Iran, including hundreds of women and dozens of childre…",JanzGottaGunn,Sun Jan 26 11:06:44 +0000 2020,None
1249, Three great men!,elizabe23371044,Sun Jan 26 11:06:44 +0000 2020,None
1250,Is this the real reason that Ollie left the Love Island villa? 😔,ronkelawal,Sun Jan 26 11:06:45 +0000 2020,"London, England"
1251," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",wrdhwfqah,Sun Jan 26 11:06:45 +0000 2020,"Manchester, England"
1252," I was covering the protest, Dipak Chaurasia came to provoke, asked silly questions,  and then when protestor asked him not to…",khanpixel,Sun Jan 26 11:06:45 +0000 2020,"Hyderabad, India"
1253," 3.64 cr jobs lost in major 7 organised sectors.

No amount of attack on Muslims is going to compensate for this. 

This…",MoulanaAbdur,Sun Jan 26 11:06:46 +0000 2020,None
1254," [BLINK  ATTACK]

Show some support by completing the SECOND ROUND! 

#KillThisLove #BestMusicVideo #iHeartAwards @ygoffi…",JnRblink,Sun Jan 26 11:06:46 +0000 2020,Indonesia
1255,@AvaAlfonso @TeaSpillYT @KimKardashian So you're bashing a celebrity for protecting her business because someone el… https://t.co/TGqk2nxZ3N,Codyjayartistry,Sun Jan 26 11:06:46 +0000 2020,None
1256,"#Alabama is suffering today after fatal shooting. #POTUS, stop the bloodshed. #BackfireTrump https://t.co/ln8MimbEGt",EvansGovilgirl,Sun Jan 26 11:06:46 +0000 2020,None
1257," Labaratuvarda virüs incelemesi devam ederken Orta Çin'in jeopolitik, ticari, ulaşım ve ekonomik açıdan en önemli şehrinde…",vivaldici,Sun Jan 26 11:06:46 +0000 2020,Türkiye
1258," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",sailorobin,Sun Jan 26 11:06:46 +0000 2020,"ravenclaw, hogwarts."
1259," She refused to condemn the killing of 1,500 unarmed protesters in Iran, including hundreds of women and dozens of childre…",maxwellyoung111,Sun Jan 26 11:06:46 +0000 2020,"Essendon, Melbourne"
1260," Trump’s “legal” defense:

1) Attack Schiff and Pelosi
2) Spread conspiracy theories about the Bidens
3) Block key witnesses fr…",Birdy44751155,Sun Jan 26 11:06:47 +0000 2020,Australia
1261, Be warned - BJP gangs are on the prowl. I got a home visit this morning. They wanted to 'explain the CAA'. Unfortunately they…,dollysingh93,Sun Jan 26 11:06:47 +0000 2020,"New Delhi, India"
1262," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",hnyyyy_,Sun Jan 26 11:06:47 +0000 2020,None
1263, What a heap of pseudo intellectual bullshit. Pretentiously using a 100 words to do the job of 20 purely in order to sound…,Tanoytomo,Sun Jan 26 11:06:47 +0000 2020,None
1264, She is just stating in new words the original Islamist plan in India after 1947. Those who voted for Pakistan suddenly swore…,chaudhary5665,Sun Jan 26 11:06:47 +0000 2020,"लखनऊ , उत्तर प्रदेश 🔥"
1265, I've recently been told I can't be a Liverpool fan because I find Muslim grooming gangs and child rapists abhorrent. Something t…,Open_Minded_69,Sun Jan 26 11:06:48 +0000 2020,United Kingdom
1266, An Oxford academic has to have security guards for her protection in her lectures but I can't find any comment from our u…,Summitviews1,Sun Jan 26 11:06:48 +0000 2020,None
1267, Fantastic to stimulate public discussion at @KeeleUniversity @IOPMidlands on the role of #Nuclear in the UK’s Low Carbon Ene…,sutton_pm,Sun Jan 26 11:06:48 +0000 2020,"North West, England"
1268,"@MitraMir11 @BernieSanders @AOC @MMFlint @portugaltheman @ewarren Bailey gets endorsed by pro wall-street, pro-war… https://t.co/7l9BtLZQPK",femi_sina,Sun Jan 26 11:06:48 +0000 2020,"Washington, DC"
1269," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",hallycyons,Sun Jan 26 11:06:48 +0000 2020,None
1270," Yes madam , true journalism is when one works for d dynasty,cong &amp;other sickular parties &amp; India’s enemies ..gets rewarded fo…",gopalsaha93,Sun Jan 26 11:06:48 +0000 2020,None
1271,@GuyLodge It’s hard to clarify this without shooting off more feet than I possess. But I guess it has done particul… https://t.co/VxzpEcmk3m,DonaldClarke63,Sun Jan 26 11:06:49 +0000 2020,Dublin
1272,@ligero_miguel @dualcastO3O Don’t give me a heart attack like that,TalysAlankil,Sun Jan 26 11:06:49 +0000 2020,Brussels
1273, Je crois que j’ai rarement vu un shooting aussi incroyable,DebruyneDiane,Sun Jan 26 11:06:49 +0000 2020,None
1274," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",finieyfish,Sun Jan 26 11:06:49 +0000 2020,🇲🇾
1275," 撮影料11万円の高級な写真撮ってもらいました！！😆
attack最速はぶっちぎりで頂きました😍😍😍 https://t.co/X5M5poyL7l",ROTARYFIGHTERS,Sun Jan 26 11:06:49 +0000 2020,TOYOTA LEXUS Gazoo Racing
1276," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",cilorconnoistre,Sun Jan 26 11:06:49 +0000 2020,IND - ENG - DUT
1277, Je crois que j’ai rarement vu un shooting aussi incroyable,LindaRitchi,Sun Jan 26 11:06:49 +0000 2020,PVRIS 
1278,@SenateGOP @SenJohnBarrasso @realDonaldTrump Why would it have drained from his face? In His closing remarks he pre… https://t.co/MeqD5e8j4o,BNB_Bus_Stop,Sun Jan 26 11:06:50 +0000 2020,None
1279," We are not worried about #CoronavirusOutbreak and its subsequent death toll in #Iraq. Why? Well, #Iraq’s government is doing a…",dyan_deen,Sun Jan 26 11:06:50 +0000 2020,None
1280, WAS SHOOTING HIS MOTHER NOT ENOUGH https://t.co/UyweyWYYIE,Eddie_Prime,Sun Jan 26 11:06:50 +0000 2020,Ireland
1281," [Blink Attack]

Show some support by completing this round.

#KillThisLove #BestMusicVideo #iHeartAwards @ygofficialblin…",JnRblink,Sun Jan 26 11:06:50 +0000 2020,Indonesia
1282,@Potskiii I don't know man she is a decent staller on males and is the only one who gives double attack buffs for a… https://t.co/mYKYZXuCDx,FreddyGutierr16,Sun Jan 26 11:06:50 +0000 2020,None
1283,"@felipeneto Assiste a fazenda 6,e a 7 que era mais oi menos isso. Fazenda 6 era tiro porrada e bomba nuclear hahaha… https://t.co/QPYqiKevm6",AugustoSancer,Sun Jan 26 11:06:51 +0000 2020,Belo Horizonte
1284,"@jmunderwood64 @DistantValhalla you can get away with stuff like fullmetal alchamest, attack on titan cuz both were… https://t.co/q3qZBpkGE2",m62259,Sun Jan 26 11:06:51 +0000 2020,None
1285," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",aintjulietee,Sun Jan 26 11:06:51 +0000 2020,None
1286, I still can’t get your failure to question out of my head..... why are you ignoring the victims of Muslim grooming gangs?  W…,RiachJoan,Sun Jan 26 11:06:51 +0000 2020,None
1287," More recently, Mr. Larkin served as the United States Senate Sergeant at Arms, and lead the Joint Improvised Explosive D…",reneeg1147,Sun Jan 26 11:06:51 +0000 2020,None
1288," Arshad Sami Khan is a 1965 war hero for Pakistan, who is credited for shooting down numerous Indian aircrafts. His son @Ad…",PDrsudhakar,Sun Jan 26 11:06:51 +0000 2020,None
1289," @TSFMedia, DIS 2020 promises to a blast in the presence of God #dis2020",TSFMedia,Sun Jan 26 11:06:51 +0000 2020,Lagos Nigeria
1290," Kashmir Has Been Locked Down From Last 6 Months 

Pulwama Attack Our 40 Soldiers Has Been K!lled Still We Don't Know Who Di…",indosecular,Sun Jan 26 11:06:52 +0000 2020,None
1291,@BuzzPatterson @donnambarkertn Scatter-Shooting while wondering🤔................Isn’t there a law against clowns de… https://t.co/tHzVdQS2lu,jedeye007,Sun Jan 26 11:06:52 +0000 2020,None
1292," Mannen sa till ungdomarna när de kastade ägg på hans bil.

Då gick de sju ynglingarna till våldsam attack och slog av mannens…",bjarkacecilia,Sun Jan 26 11:06:52 +0000 2020,Sweden
1293," They are knocking on doors now. Stand up, resist, and challenge them. 

Put your upper caste / Class privilege to use.",jinu36,Sun Jan 26 11:06:52 +0000 2020,kuwait
1294, Rochdale. GMP admit 14 Serious Organised Gangs operating there alone. I presented overwhelming evidence to them for three yea…,PaulAPendlebury,Sun Jan 26 11:06:52 +0000 2020,None
1295," Is this the same Patrick Fitzpatrick?a ""prominent Sinn Fein supporter who has appeared at events alongside leading members o…",castlereagh86,Sun Jan 26 11:06:52 +0000 2020,"Belfast, Northern Ireland"
1296," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",moondevil,Sun Jan 26 11:06:52 +0000 2020,"ÜT: 51.648759,0.667088"
1297," We often hear #brexit economic forecasts were all wrong. Nothing has happened! The doomsters were wrong! 

Not right, per fa…",tapisdesouris,Sun Jan 26 11:06:52 +0000 2020,"Warden, Hexham and Newcastle"
1298,fuck it ide grac w minecraft,mearvits,Sun Jan 26 11:06:52 +0000 2020,블핑하우스
1299, Je crois que j’ai rarement vu un shooting aussi incroyable,Romaindetwi,Sun Jan 26 11:06:53 +0000 2020,"Paris, France"
1300," #OnThisDay in 1980 the IRA murdered Errol Pryce, 21. Soldier shot when murderers opened fire with M60 heavy machine gun…",NarstieG,Sun Jan 26 11:06:53 +0000 2020,Numenor
1301,I've just signed this petition asking the government to pay their fair share of tax - will you join me!… https://t.co/y6EZmvAdM2,NGT67,Sun Jan 26 11:06:53 +0000 2020,Cumbria
1302,@bensprattjourn Bitterly so! Add to the fact Oxford should of won it. Not sure I fancy our chances down their eithe… https://t.co/uw6tWA9jeD,MattyS90,Sun Jan 26 11:06:53 +0000 2020,None
1303,Pota i was having a malalang panic attack earlier tapos may dalang snr tatay ko pag-uwi ha potangina I lab my life,Ethiopiaaa_,Sun Jan 26 11:06:53 +0000 2020,Central Perk
1304,"@MattHDGamer I won loads last night, was like 12 wins and had about 13 games left (I finish gold 3 to gold 2 with t… https://t.co/BPpIDdiKTu",PBear90,Sun Jan 26 11:06:53 +0000 2020,Liverpool
1305," @RajiniFC @Siva_Kartikeyan @sunpictures @directorsiva @actorsathish #Thalaivar168 Shooting Going on .
Any Chance to jo…",SURESHKUMAR__SK,Sun Jan 26 11:06:53 +0000 2020,"Valavanur, India"
1306,#SaveOurLives #SaveIraq #SAVEiraqis #SOS #SOSiraq #HelpIraq #savetheiraqipeople #IRAQsosIRAQ #Iraq #protests #SAVE… https://t.co/Ko4kljq1DL,WikiLeacksIraq,Sun Jan 26 11:06:53 +0000 2020,Iraq
1307, So when is Ichie gonna crash at Siegfeld next https://t.co/OQui0B9oSa,omegasmash1,Sun Jan 26 11:06:53 +0000 2020,"Puerto Rico, USA"
1308, Three American firefighters died in a plane crash in Australia this week as they were battling the country's ferocious fir…,jackhutton,Sun Jan 26 11:06:53 +0000 2020,"iPhone: 37.776634,-122.407928"
1309, CAA के समर्थन में निकाली जा रही रैली पर उन्मादियों का भयानक हमला.. भीषण पत्थरबाजी के बीच जल उठा पूरा शहर https://t.co/…,rabari1978,Sun Jan 26 11:06:54 +0000 2020,India
1310," Thankyou Madam, for accepting that there is “deep-rooted”conspiracy to attack Constitution and its values.

1st attempt was m…",prabhat280277,Sun Jan 26 11:06:54 +0000 2020,"Pondicherry, India"
1311,"#Alabama is suffering today after fatal shooting. #POTUS, stop the bloodshed. #BackfireTrump https://t.co/syOQ2AJiCe",RobertaBertRic1,Sun Jan 26 11:06:54 +0000 2020,None
1312, this aint it my guy this was an attack on CHRIS and both Naya and Chris were uncomfortable 😗,linzilight,Sun Jan 26 11:06:54 +0000 2020,east high | c 
1313,Check out what I found. 2 x RIZLA POLAR BLAST MINT FILTER TIPS CRUSHBALL CIGARETTE EXTRA SLIM 5.70mm  https://t.co/uXKrmxVfjZ via @eBay_UK,MUPPS_STORES,Sun Jan 26 11:06:54 +0000 2020,Yorkshire
1314,@CNN @BBCWorld @nytimes @DijlahTv @AlHadath @washingtonpost @HouseofCommons @Canada @CanadaFP @France24_en… https://t.co/2yozHId9fj,WikiLeacksIraq,Sun Jan 26 11:06:54 +0000 2020,Iraq
1315,Check out my broadcast from my PlayStation 4! #PS4live (Crash™ Team Racing Nitro-Fueled)  live at https://t.co/pkErCjoNr9,whudude,Sun Jan 26 11:06:55 +0000 2020,Milton Keynes
1316," Communist Party of India (Maoist) is the sixth most dangerous terrorist organisation in the world: US report 

#WhatsappGyaan…",mukeshkaushik62,Sun Jan 26 11:06:55 +0000 2020,None
1317, Je crois que j’ai rarement vu un shooting aussi incroyable,Toto_dufosse,Sun Jan 26 11:06:55 +0000 2020,Aux Enfers
1318, Je crois que j’ai rarement vu un shooting aussi incroyable https://t.co/2YVZ4nvIFL,cc_nvl,Sun Jan 26 11:06:55 +0000 2020,Moulins 📍
1319, Hahhaa... @KhanumArfa.. For a person whose entire media career depended on bootlicking one closet-Jihadi Ansari... its laughab…,Senag23,Sun Jan 26 11:06:55 +0000 2020,Mother Earth
1320," [Tweet hjh1027] ""Sur le shooting pour Cosmopolitan Campus"" (14.08.12) https://t.co/UasccDya53",raniarahaf556,Sun Jan 26 11:06:55 +0000 2020,jiChangWook's Land 💕
1321," Silly daft cow, putting lots of clever words in no particular order and making fuck all sense 🙄",SuejDavej,Sun Jan 26 11:06:55 +0000 2020,None
1322,@AlexArokiam123 Okay so I looked up how to help a panic/anxiety attack and I did some of the steps and I feel a lit… https://t.co/kRstMmicCe,SimpleyJessa,Sun Jan 26 11:06:55 +0000 2020,fucking up my life 
1323," ""For the @AfghanistanIHRC it makes no difference whether the civilians were victims of explosions and suicide bombings of Ta…",AimalFaizi,Sun Jan 26 11:06:56 +0000 2020,Kabul Kandahar Afghanistan
1324, Those Pakistani ISPR cyber gangs trending #BalochistanPulseOfPakistan they must feel ashamed because terrorist army is b…,Paras151353081,Sun Jan 26 11:06:56 +0000 2020,India
1325,"Two Tourists From The Netherlands Shot At in Farm Attack in Buffelsdrift, Pretoria | https://t.co/kW9RcGuE84 https://t.co/bWPqnYmgUZ",AmbitAerial,Sun Jan 26 11:06:56 +0000 2020,"Johannesburg, South Africa"
1326," My life in twitter amount of time. I was orphaned at 8, abused then placed in Foster care. Served in the Army. Married, 7 yea…",LynneRevis,Sun Jan 26 11:06:56 +0000 2020,"Houston, TX"
1327," 🔥🔥 BLINKS ATTACK 🔥🔥

🏆BEST MUSIC VIDEO 
🏆SOCIAL 50 

iHeartBLACKPINK

I vote #KillThisLove by @ygofficialblink for #Be…",badgal_lisa,Sun Jan 26 11:06:56 +0000 2020,None
1328," Lawyer says heroic police officer should be disciplined for saving his life with a Taser during vicious machete attack

Kh…",daninspain70,Sun Jan 26 11:06:56 +0000 2020,Broadmoor
1329, If Burna boy win this Grammy Award.. I know tomorrow yaanom go start attack Sarkodie for no reasons😂😂😂😂😂😂😂😂😂😂,__b00ks,Sun Jan 26 11:06:56 +0000 2020,Nowhere cool
1330," Dumb Democrats keep saying Trump is the most dangerous President in history. Dangerous to who exactly?

-ISIS, Al Qaeda…",samdelgab,Sun Jan 26 11:06:56 +0000 2020,"Pittsburgh, PA"
1331," This is the nicest thing I have seen today, captures the spirit of the Republic of India much better than the parade down…",Malavik43047370,Sun Jan 26 11:06:57 +0000 2020,None
1332," Mais grosse conne, tu ne reviens pas de passer un week-end au Center Parcs, tu reviens de faire ton Jihad en Syrie...😏",FeeWalkyrie,Sun Jan 26 11:06:57 +0000 2020,None
1333," *{Re:Mind Spoilers}*
&gt;Yozora can steal your Kupo Coin
&gt;Yozora can steal your recovery items
&gt;Yozora can steal your HP
&gt;Yozor…",soopainful,Sun Jan 26 11:06:57 +0000 2020,None
1334," Trump Team Defense Strategy?

Plan A - Attack Adam Schiff 

Plan B - Blame the Process

Plan C - Corrupt the Truth  

Noth…",messerjs,Sun Jan 26 11:06:58 +0000 2020,Indiana
1335,"There's no need to mention the Labour Party values, I think everyone recognises these as antisemitism, ignoring Pak… https://t.co/vKA7Ab7cRD",MrsOakley64,Sun Jan 26 11:06:58 +0000 2020,On a chair in my house
1336, @WhiteHouse @realDonaldTrump Trump administration moves to return Russian compounds in Maryland and New York which were close…,TheGreenArrow9,Sun Jan 26 11:06:58 +0000 2020,"USA, Deutschland"
1337," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",fattiya_,Sun Jan 26 11:06:58 +0000 2020,None
1338, Be warned - BJP gangs are on the prowl. I got a home visit this morning. They wanted to 'explain the CAA'. Unfortunately they…,Shams29354721,Sun Jan 26 11:06:56 +0000 2020,None
1339,"@stefania_model Its early in the morning, you almost make me have a heart attack!! So damn beutifull, señorita es usted muy hermosa.",pepitop40,Sun Jan 26 11:06:59 +0000 2020,None
1340," We often hear #brexit economic forecasts were all wrong. Nothing has happened! The doomsters were wrong! 

Not right, per fa…",jebelkrong,Sun Jan 26 11:06:59 +0000 2020,전지현
1341,#Nangarhar- 2 Talib terrorists were killed in #ANDSF retaliatory attack in response to Talib attack in Hasarak district.,MoDAfghanistan,Sun Jan 26 11:06:59 +0000 2020,kabul
1342," An ordinary mom having some EXTRA-ordinary fun 🤪

CUM give #CheatingWife 💫 ur sticky load💦💦

To arrange a #filthymilfy date w…",DirtyDad4u,Sun Jan 26 11:06:59 +0000 2020,"London, England"
1343," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",swallow_dive,Sun Jan 26 11:06:59 +0000 2020,None
1344," Countdown to Crash Landing On You's episide 11

D-6 before February 1 😪 https://t.co/299yrvMbO0",mariajerezub,Sun Jan 26 11:06:58 +0000 2020,None
1345," 【1/26☆chuLa☆超超重大公演①】

🎶㌿日のセトリ🎶
🆕新衣装🆕
💿登場
💿トキメキ
💿ポポポ
▼ケセラセラ
▼MC
💿トゥーザ
💿しゃなりら
💿ビバ☆ジャパン
💿閃光8
▼MC
💿うぇぽん
▼キミキミ
▼Shooting
〜アン…",yutomogi0922,Sun Jan 26 11:06:57 +0000 2020,栃木産茂木優和‘もぎ子’⬅️ kissBee篠原ののか命名 
1346," “People are sick and tired of being called racist. If you voted for Brexit, you’re racist. If you voted for Boris, you’re…",CTSIan,Sun Jan 26 11:07:00 +0000 2020,"Coventry, UK"
1347," As movie titles go, “Shooting Bambi” is somewhat excessively on the nose",TSRHG,Sun Jan 26 11:07:00 +0000 2020,"Dartmouth, NS  Canada"
1348,@AurellHarmonics @tildepolo I'm actually a little shocked the crash didn't wake you. I broke a teacup and one of th… https://t.co/Y1fCLBG3M1,thentheresanne,Sun Jan 26 11:07:00 +0000 2020,"Kamino Temple, Seattle, WA"
1349," The US Navy will name a new aircraft carrier after Doris ""Dorie"" Miller, a decorated World War II veteran who defended Pearl Harbo…",geekonline,Sun Jan 26 11:07:00 +0000 2020,None
1350,@jeonpuffss They do. I remember last year was the first time I was going to travel alone to see BTS and I got a rea… https://t.co/HxAJleAIpF,straberryjams,Sun Jan 26 11:07:00 +0000 2020,None
1351," This is Afghanistan.

Women are beaten with sticks by radical Islamist men.

It happens every day. They are treated inh…",PhiloSophi5,Sun Jan 26 11:07:00 +0000 2020,None
1352," Muhammad was a rapist.
So islam accommodates rapists.

Erdogan is an islamist.
So Turkey will accommodate rapists. 

D…",JackLon09169906,Sun Jan 26 11:06:58 +0000 2020,None
1353, An 8 y/o West Papuan child was hit by a bullet when Indonesian security forces were reportedly shooting indiscriminately…,mirza_gralel,Sun Jan 26 11:07:01 +0000 2020,Aceh
1354," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",themorez_,Sun Jan 26 11:07:01 +0000 2020,None
1355," In a time where the British public are demanding justice for 1000,s of white girls being raped by Islamic rape gangs, our…",gruavision7,Sun Jan 26 11:07:01 +0000 2020,Germany
1356," [BLINK  ATTACK]

Show some support by completing the SECOND ROUND! 

#KillThisLove #BestMusicVideo #iHeartAwards @ygoffi…",EA77Y,Sun Jan 26 11:07:02 +0000 2020,"Abu Dhabi, United Arab Emirates"
1357," @CVO_II @nabilaaarose Renung renung kan lah cina attack negara malaysia sebb tiada halangan kemasukan di malaysia , maka tunggu…",ydkysh_,Sun Jan 26 11:07:02 +0000 2020,None
1358," 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…",llysha04,Sun Jan 26 11:07:02 +0000 2020,Malaysia
1359," we dont deserve dogs. 😭
น้องหมาที่เป็น autism service dog พยายามช่วยเจ้านายสงบสติอารมณ์ตอนที่เธอมีอาการ panic น้องพยายาม…",TANWA_Xx,Sun Jan 26 11:07:02 +0000 2020,♡
1360, #GreatAmericanRailWayJourneys with Micheal Portillo highlights the attack on native Alaskan languages from European co…,mallos1,Sun Jan 26 11:07:02 +0000 2020,None
1361," Mike Pompeo: in addition to the Ukraine not being Bangladesh, here are other options to sign your memos:

-Mexico didn’t pay…",marcia_narod,Sun Jan 26 11:07:02 +0000 2020,"Citrus Park, FL"
1362," Pat Philbin is a good lawyer who had a good reputation before joining the White House, but this is a dishonorable, not…",meberight,Sun Jan 26 11:07:02 +0000 2020,"California, USA."
1363,"#Alabama is suffering today after fatal shooting. #POTUS, stop the bloodshed. #BackfireTrump https://t.co/Wnccw4yB7J",tammyguess59,Sun Jan 26 11:07:02 +0000 2020,None
1364," Jihad-Rep Rashida Tlaib Retweets Blood Libel Against Jews: Retweeting one of the most vicious, genocidal Jew-haters and s…",mcpbob,Sun Jan 26 11:07:02 +0000 2020,New York
1365," we dont deserve dogs. 😭
น้องหมาที่เป็น autism service dog พยายามช่วยเจ้านายสงบสติอารมณ์ตอนที่เธอมีอาการ panic น้องพยายาม…",cdoyless,Sun Jan 26 11:07:02 +0000 2020,ไม่ตีเรื่องคู่ชิปเลาชิปรอบวง
1366," Manhandling of Chaurasia at Shaheen Bagh is condemnable.
But this was NOT an attack on journalists or journalism.
Bootlicki…",ekramwaris,Sun Jan 26 11:07:02 +0000 2020,"Darbhanga, Delhi, India"
1367," The message is this

Shaheen Bagh is an Islamic war on Hindus waged by Islamist supremacists. But atleast pretend that Hind…",aplusbequalsc,Sun Jan 26 11:07:03 +0000 2020,ok
1368, 30minute time attack 엠프리스 #라스트오리진 #lastorigin https://t.co/jytsonnXfC https://t.co/Km7Bsyaqzs,Gun_flare,Sun Jan 26 11:07:03 +0000 2020,대한민국 경기도
1369,Yash bulan depan gaperlu mikir,maniaksotobabat,Sun Jan 26 11:07:03 +0000 2020,Indonesia
1370, Everytime there is a government push against protesters in Nasriya a large human waves comes out of nowhere and rushes…,smsmsuhad,Sun Jan 26 11:07:04 +0000 2020,العراق
1371,The problem with emergency medicine: when you wake up at 6 am and your spouse is gone but his shift wasn’t until 6… https://t.co/4mdhZhhWSZ,nn1894,Sun Jan 26 11:07:04 +0000 2020,None
1372,Baghdad Airport announces measures taken for travelers from China https://t.co/IWcXwYXQvv,Shafaqnews,Sun Jan 26 11:07:04 +0000 2020,Iraq
1373," [Tweet hjh1027] ""Maintenant sur les lieux du shooting pour le poster^^"" (17.07.12) https://t.co/S91jNz9kmf",raniarahaf556,Sun Jan 26 11:07:04 +0000 2020,jiChangWook's Land 💕
1374,bat may episode 10.5 ang crash landing on you? hahaha,hijkylamae,Sun Jan 26 11:07:04 +0000 2020,BS Biology - De La Salle Lipa
1375, I still can’t get your failure to question out of my head..... why are you ignoring the victims of Muslim grooming gangs?  W…,_saying_it_,Sun Jan 26 11:07:04 +0000 2020,"East, England"
1376," 1. If there's no leader, no organiser, who is releasing ""official"" statement &amp; in what capacity?
2. Read it. There is NO…",VisheshKohli5,Sun Jan 26 11:07:05 +0000 2020,None
1377, @rwbernknopf @sarah_hassan94 @StephenToshBCNY @Bob12958595 @IlhanMN @RashidaTlaib @IDF @Israel You do realise that Israel ha…,apgnan01,Sun Jan 26 11:07:05 +0000 2020,None
